date_id,LME_COPPER_CLOSE,LME_COPPER_VOLUME,LME_ALUMINUM_CLOSE,LME_ALUMINUM_VOLUME,LME_ZINC_CLOSE,LME_ZINC_VOLUME,LME_LEAD_CLOSE,LME_LEAD_VOLUME,LME_NICKEL_CLOSE,LME_NICKEL_VOLUME,JPX_NIKKEI_CLOSE,JPX_TOPIX_CLOSE,US_SPX_CLOSE,US_NDX_CLOSE,US_DJI_CLOSE,FX_USDJPY_CLOSE,FX_EURUSD_CLOSE,FX_GBPUSD_CLOSE
2022-01-01,8034.144957495913,1311.6136014431531,2006.198477191967,441.14611884132233,2878.1334654712555,99.27078652648079,2275.890587971424,1201.9654876452132,18361.048800359396,1654.4792637282706,27155.1589336618,1910.6030090694182,4139.261727198845,12681.746553746736,34083.40472840389,129.77599749826362,1.1046094463715679,1.3089234758829769
2022-01-02,7911.686318511977,598.8076550132633,2121.641628800368,553.8303873599432,2980.187180335197,937.5177353989288,2254.4823556776932,588.6637125769462,18914.652057919975,4652.9292144789815,27074.95835120798,1892.6663497059412,4047.5559468421843,12518.51215543816,34149.85469127823,129.2356305690802,1.0934240690381931,1.3198953023971411
2022-01-03,7856.139418068654,714.5607318189665,2183.623661213254,639.9899015583126,2915.7570568720516,294.93469123429026,2279.06450820155,299.6064538693167,18860.326008728513,167.77060671727816,26691.194367640124,1902.8497008837887,3972.7676833631726,12347.696433886376,34262.34800421899,130.22131210034368,1.0748365939231677,1.337483025158448
2022-01-04,8108.470131682185,1005.6258729480569,2161.023776523159,3547.7207150607237,2920.6202693370906,1299.1421164974606,2284.6699768372164,264.3993442566953,18743.24695588308,409.917079551438,26748.94206646464,1910.9673440002452,4052.305935670439,12580.639756620218,34819.02908615532,130.99627503722976,1.0579530085879634,1.3500626018597073
2022-01-05,8019.815789170717,1616.7507510417438,2151.7976868557794,2774.438721024652,2881.60063872868,533.8771475830446,2286.032742853447,105.8048513238713,18842.66688165117,1281.0025615783186,26722.0210627652,1921.8676661208492,4062.856634728293,12291.042210220696,34343.0158405846,131.57419001344064,1.0426294509267096,1.3658753623750897
2022-01-06,7983.746770578016,1713.8537322763507,2140.614351377735,1127.745001506055,2905.7115426675036,173.86257725039832,2268.1222705031537,141.09550694734662,19011.175439570405,413.39411980214703,26417.521728508957,1913.946602686787,4057.4100810891878,12078.692975234804,34356.69781401217,131.60895058164104,1.0436588753829716,1.349987761367387
2022-01-07,7919.657221406301,76.58840314563763,2152.4257623647627,830.5780449011984,2894.938343692113,140.4872761577414,2280.236447914404,352.609004636416,19054.933806592,325.1105443104401,26643.890464294072,1917.8295958968602,4122.005633418554,12164.357322871045,34528.01949817454,132.23512949598182,1.0318526651601394,1.3443263675071258
2022-01-08,7743.788386411189,1362.2493437467385,2128.3202342359555,1405.03654151087,2905.6065772891457,321.07970182914937,2258.7058100391864,1503.8166069348194,19134.84558866293,838.4012627890171,26961.76430891526,1897.8484274133432,4233.399743217921,12311.354638229697,34498.89888593083,132.35014996025097,1.0267289133780766,1.3425777205136684
2022-01-09,7990.579963781491,1156.6402388402803,2095.902003522099,1301.651542337158,2908.75957435076,5235.293151984949,2206.347537046448,922.7647951219903,19485.57049026811,608.7988663103328,27117.7448787719,1886.840593475516,4248.102576343336,12300.123710662368,34384.69029927474,132.21900702280567,1.0335518394596677,1.3504743763394467
2022-01-10,7992.610787167189,664.8738084546969,2129.0840135120247,206.35236618504683,2770.155229388453,1201.2046394515153,2217.7476505526156,1592.5668677070435,19143.495180362483,629.3120394886308,27292.696218978457,1891.0707531085998,4318.225536893238,12168.89881504745,34121.13851392818,132.3433062664629,1.0320943942420358,1.348913101229357
2022-01-11,7797.075706734675,226.74637231937456,2068.342104043519,1537.6980591447495,2732.826630145117,1072.850877259735,2303.009612630225,3061.374241244251,19649.13752793443,1963.3588176478677,27127.294539062423,1902.7643527441696,4356.113202366425,12217.045541776375,34573.65820337234,132.0617810865907,1.0162563829877471,1.3565628803860046
2022-01-12,7743.551340970819,497.83689775330816,2077.7283615020165,260.54289252362094,2727.0262797879855,866.9192789176134,2371.1209419013294,99.43853250927242,19506.727491811293,631.7407783357174,27181.995118007988,1900.9783492439547,4309.372971104128,12536.037271351652,34761.260857187684,131.99561589321766,1.0261074768216771,1.351106073660248
2022-01-13,7670.5170747809925,111.01170754103883,2079.6930203899788,204.91110585421225,2706.563625255485,764.2951656542599,2348.167009903648,1279.906849280047,19670.784498044122,121.39856682370512,27047.686938583545,1900.0643986935597,4344.076447172478,12643.464987068744,34469.318450880666,131.60030693058576,1.0294064782794037,1.3406136807595355
2022-01-14,7619.290283695548,975.660704168923,2100.5216802932664,623.7995075717914,2702.6455235863127,2698.154160492434,2334.0312812275174,585.4023266442518,20262.979013974447,59.76081901546853,26908.65992629664,1882.6436798702427,4366.773454729673,12780.824295797294,34262.30330809183,131.58517755848555,1.0353497303690065,1.3510742884311158
2022-01-15,7662.447312290336,831.9125335081477,2134.104153479035,308.48025989434393,2667.653656856082,1383.6572182438192,2276.865110598959,477.19865626047147,20535.176311647978,783.9872797269198,27125.13306176318,1889.7270208833936,4409.711161003607,12801.764994365107,34450.017269523974,131.82561293568526,1.034626615731508,1.3588651346930603
2022-01-16,7582.156853413138,2419.2936029110947,2172.1002884466425,190.40302241208371,2663.972713371475,389.4692553347077,2300.3932686557005,3.2755432681663335,20844.28756024226,2231.7964587170077,27231.21688573426,1892.078088585239,4362.42451594288,12883.452615274075,34261.21101388758,131.76892567591813,1.0364900133350667,1.356795231443548
2022-01-17,7679.16524251486,399.87749598630865,2165.6339274731886,952.4940973624294,2643.8199453087627,246.03231921738015,2259.965510036012,3361.1592350128067,21066.710335205044,824.1629703151602,27297.673989193336,1897.2981418867585,4424.7246198150515,12990.535499664233,33864.85441857179,132.50265569944432,1.0454026347619048,1.3600461152262437
2022-01-18,7744.1786316304615,104.95140603600599,2154.359942699589,364.63238745452844,2709.722225574521,1481.979650221586,2253.680657721696,108.50731147983579,20926.540858631815,221.151856196698,27364.41840845602,1908.635714978313,4400.438703558466,12878.636672023747,34011.362299745,132.3211310791109,1.054692590718013,1.3559209026364687
2022-01-19,7678.554155507253,652.7334353118331,2181.678662073051,339.4643453639561,2753.4539340399683,1125.885128722403,2223.8950390790715,1619.4142545789912,21070.6387492626,1585.8127451804257,27159.687169073375,1885.5349212775982,4372.5554111455285,12671.780679637317,33910.729088295375,132.32536466187202,1.0476600481010012,1.3463669871932882
2022-01-20,7677.214134844662,28.217174488326968,2218.695585325973,364.78935193368034,2849.646061719188,458.0343145425472,2212.9018556909646,976.2807639593022,20739.197134620143,95.49667688844467,26943.323388413515,1862.2445516889875,4396.006124262318,12885.743071317627,33720.45560640511,131.813155050588,1.04890716309499,1.341390639492861
2022-01-21,7917.296273508738,692.4857957610913,2264.845114179754,3267.6166621423117,2824.425260258408,356.60359810581923,2172.4893568982493,627.6689572620921,20735.68551187517,771.1152873255388,26898.755896774335,1863.9425279759516,4446.541632569721,12875.60291944249,33756.57280591231,131.6511006660871,1.0746570060216136,1.3363733858895102
2022-01-22,8072.6044150983735,101.61018839251132,2306.2304446479975,870.978603557904,2762.1350705688137,2921.330293568643,2105.7649480705427,1324.039769425691,20868.21398463531,1280.3060657632225,26843.65108779652,1843.5953925259364,4492.7522455852395,13010.91828073221,33761.61069052555,131.84838277559197,1.084313252616422,1.3424903136682529
2022-01-23,7984.6246251186985,153.54895168807482,2291.98844174674,80.92979232447321,2709.1892913983284,1200.6259118755206,2102.7547766203193,1547.0678353220303,20553.306361636885,679.6568063308689,26882.832145399676,1821.45793817124,4488.129966573209,13074.621680816555,33545.80879551689,131.99991768287592,1.0770895741487785,1.3474221656169827
2022-01-24,8181.236611283411,322.36530013010474,2308.6041398800585,1913.3792279603003,2605.692215396734,1072.832641480002,2089.280708778193,74.17571405381987,20158.807347998965,1893.7519100994691,26913.10275087713,1830.2885338758986,4454.328740647607,12947.231351100536,33378.84512861115,132.98703481142573,1.0585675743810905,1.350888834717701
2022-01-25,7957.885907922349,412.63966875766897,2288.25160666388,1057.9983544081626,2660.4759543633604,365.4373749484846,1996.5044885979755,2289.331834906805,20026.235986920346,233.1787810444301,26989.247618307356,1833.63888539904,4493.609074406817,12801.59017744891,33505.77987493855,132.55753213534987,1.072094174203832,1.3368635966379023
2022-01-26,8172.376514163936,1650.0312811523672,2284.5577107460595,1403.1349020198325,2697.4145192740557,445.4588755264921,2072.313396414284,1218.4412669712644,19743.126461005526,328.8388932315866,27158.148546255175,1830.0513273598813,4607.4257941628875,12932.046304175548,33529.47197094027,132.0878630917348,1.0616988508499507,1.3404981099230877
2022-01-27,8354.802966617977,936.4964510324825,2231.5033165798827,1033.7697050630093,2618.620687967429,343.32093901493147,2067.9560731474685,625.4010654602389,19811.947054222583,105.11516585215129,27018.9760015245,1849.689360138211,4692.276368861168,12696.967830570133,33513.657133737026,132.31331260515006,1.0584474031805606,1.3381350778396905
2022-01-28,8499.58186743829,3847.5628966751347,2242.333919311668,1168.3959904883782,2724.0886313461574,844.8308135184443,2052.5586636709104,1219.4184143511375,19826.291608885884,905.9384541877606,27078.45382192776,1824.4196002618924,4689.895522380725,12833.641787573415,33854.28348050288,132.31220753699458,1.0797554275373804,1.3435570533530543
2022-01-29,8730.855458088521,170.10239689439112,2236.017887176887,756.9206228290059,2696.788938314465,1309.4216503735552,2113.5901991620235,142.99518541176414,19586.42644411903,189.4495146877187,26983.789060560237,1826.320161375265,4735.298566325092,12531.604037642608,33845.57827765582,131.00984214844019,1.0854822671272275,1.348314414623983
2022-01-30,8821.181079322509,802.571136914345,2279.9885914098713,481.0660455443122,2772.157816964031,2421.962873979458,2100.8258048072785,495.47325987709337,19974.091162436667,439.99479923894415,26996.52487763549,1801.2824563800277,4761.925678263638,12178.552072911903,33329.980039576316,130.01768202121073,1.087631895626173,1.3389294177720836
2022-01-31,9107.7725594723,1307.4333894384392,2283.859843218691,2307.5036235431794,2866.737199890103,212.5411379635139,2110.0577977279063,996.7104907866689,20355.795909254382,4586.038158721607,26599.559943651035,1814.8661557762898,4771.434363926793,12021.986147606938,33357.41559541853,130.2086037421944,1.0778049322135768,1.326276232826984
2022-02-01,9083.825416170643,49.47150333389523,2277.005250900484,1282.8007778916126,2779.531291605941,3209.031809637786,2057.915451634228,439.9539857602773,20531.875658348272,1510.3708973782752,26488.79374335943,1806.3957247743042,4777.853901511713,12298.768335324663,33355.30900055721,130.15568676928837,1.0842892519935747,1.3353048104267728
2022-02-02,8973.707346231875,1071.5454595583697,2380.1133495542417,254.5307842568484,2764.390913340131,486.53665346918774,2134.0561668585815,1490.670638909767,21109.626747340804,20.39066949123204,26592.25591589866,1823.491599877064,4770.160714551016,12179.11799699695,33105.16426603234,130.64013936279287,1.0910188202208715,1.3473105763756767
2022-02-03,8983.551150729227,828.1789661732912,2333.6534685697225,432.56844022090127,2841.5215864896313,101.22973712929061,2155.3062464223885,2427.127222771033,21286.257495057882,231.36340797738674,26371.024335203987,1822.448109335377,4786.658626023231,12196.104851270495,32817.66074278426,130.12126275705987,1.0966854704690134,1.3566286157435228
2022-02-04,9001.151469076198,968.6976479261565,2290.9383674931787,814.9340380328491,2881.995181731603,388.432213849399,2157.6078795086178,2188.9877129932456,21429.81059049417,1140.5425564558195,26210.694723376717,1798.8772052025295,4777.168801496146,12214.660686114083,32998.503948110636,130.82759441726284,1.076970638860753,1.3564736485725322
2022-02-05,9045.52982708474,2148.231053701026,2310.242599119847,1178.8807424923957,2855.6593588120722,619.3301027827576,2053.6861434697184,1062.7111613431432,21404.149264961525,762.0531901180932,26177.331487960444,1814.8668491534431,4785.021804611299,12477.6917323921,33318.597819501854,131.82882898003984,1.0885816179900052,1.3624932500441893
2022-02-06,9028.365015902407,576.6705395682109,2311.194413386255,264.4635374136223,2798.8096854980276,321.1206349540336,2073.1382968083517,68.82612654812634,21251.181598043564,552.2627675474916,26260.309194122878,1845.6202006455064,4812.06181714902,12469.32117923046,33159.03490757772,132.022445450522,1.0883465931798297,1.3750721356177975
2022-02-07,9087.67966478233,1409.1299177304174,2333.587254745787,71.24429838469523,2892.1058303556706,53.19866504084325,2054.8740802151465,1606.1736585731787,21429.219058106035,710.6665987566043,26291.670952321536,1832.9218242568422,4743.8747554981655,12393.707775290322,33134.85925138142,133.20635532974165,1.0815170348434688,1.4037319434991573
2022-02-08,9407.624795433452,4751.7320184680975,2352.0052149528588,743.6519005887673,2904.8583253678057,1642.1140692404472,2095.3394045072355,232.02450568483653,21407.984369394806,781.6476280822434,26460.31521371886,1799.3387805947718,4765.902138120491,12179.888775375546,33339.49357769875,133.2962017368029,1.09342711824787,1.3912105012177054
2022-02-09,9200.844384000406,816.6204476867617,2335.2558239552595,1007.5809671744788,2829.077935539128,1495.9482310331161,2105.7824265157756,782.961584705302,21314.211320494476,179.61338479886567,26526.272329995387,1798.181933539009,4780.404396615868,12234.516026114607,33733.104194961496,132.71872470506028,1.0750278259658759,1.390198680621417
2022-02-10,9379.21275716968,42.461416184144696,2381.27928361486,620.6017832448088,2753.077786692812,5022.243957669546,2058.1485084689193,504.4852286971625,21609.22224098511,175.26940320415486,26771.92656551695,1772.353475595651,4833.745031612025,12207.641154395187,34164.13363486612,132.24645314971545,1.0745516714995325,1.3925276357370298
